RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
56,56,2025-12-10 04:14:00.8624595,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,Process creation,DESKTOP-0S2K0MN\abish,,"ProcessID: 7488, ProcessGUID: 1111e010-f388-6938-6d01-000000000400",RuleName: -,"MD5=27F71B12CB585541885A31BE22F61C83,SHA256=F9D9B9DED9A67AA3CFDBD5002F3B524B265C4086C188E1BE7C936AB25627BF01,IMPHASH=320FAF01086570930EFF84A436797927",ParentProcess: C:\Windows\System32\cmd.exe,"ParentProcessID: 4328, ParentProcessGUID: 1111e010-f009-6938-e500-000000000400","ParentCommandLine: ""C:\Windows\system32\cmd.exe"" ",notepad,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:14:00.859""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f388-6938-6d01-000000000400""},{""@Name"":""ProcessId"",""#text"":""7488""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\notepad.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.1865 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""Notepad""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""NOTEPAD.EXE""},{""@Name"":""CommandLine"",""#text"":""notepad""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Users\\abish\\Downloads\\Sysmon\\""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""LogonGuid"",""#text"":""1111e010-eeb6-6938-4994-070000000000""},{""@Name"":""LogonId"",""#text"":""0x79449""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""MD5=27F71B12CB585541885A31BE22F61C83,SHA256=F9D9B9DED9A67AA3CFDBD5002F3B524B265C4086C188E1BE7C936AB25627BF01,IMPHASH=320FAF01086570930EFF84A436797927""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-f009-6938-e500-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""4328""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Windows\\system32\\cmd.exe\"" ""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
57,57,2025-12-10 04:14:51.8489939,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,Process creation,DESKTOP-0S2K0MN\abish,,"ProcessID: 4068, ProcessGUID: 1111e010-f3bb-6938-6e01-000000000400",RuleName: -,"MD5=5DA8C98136D98DFEC4716EDD79C7145F,SHA256=58189CBD4E6DC0C7D8E66B6A6F75652FC9F4AFC7CE0EBA7D67D8C3FEB0D5381F,IMPHASH=8EEAA9499666119D13B3F44ECD77A729",ParentProcess: C:\Windows\System32\cmd.exe,"ParentProcessID: 4328, ParentProcessGUID: 1111e010-f009-6938-e500-000000000400","ParentCommandLine: ""C:\Windows\system32\cmd.exe"" ",calc,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:14:51.844""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f3bb-6938-6e01-000000000400""},{""@Name"":""ProcessId"",""#text"":""4068""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\calc.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.1 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""Windows Calculator""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""CALC.EXE""},{""@Name"":""CommandLine"",""#text"":""calc""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Users\\abish\\Downloads\\Sysmon\\""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""LogonGuid"",""#text"":""1111e010-eeb6-6938-4994-070000000000""},{""@Name"":""LogonId"",""#text"":""0x79449""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""MD5=5DA8C98136D98DFEC4716EDD79C7145F,SHA256=58189CBD4E6DC0C7D8E66B6A6F75652FC9F4AFC7CE0EBA7D67D8C3FEB0D5381F,IMPHASH=8EEAA9499666119D13B3F44ECD77A729""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-f009-6938-e500-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""4328""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Windows\\system32\\cmd.exe\"" ""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
58,58,2025-12-10 04:15:01.5518817,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,Process creation,DESKTOP-0S2K0MN\abish,,"ProcessID: 2256, ProcessGUID: 1111e010-f3c5-6938-7201-000000000400",RuleName: -,"MD5=F221A4CCAFEC690101C59F726C95B646,SHA256=94AA32A2C9C1D2DB78318D9C68262C2F834ABE26B6E9A661700324B55FDD5709,IMPHASH=D90E4D192F94E7240C400DA8FC2154D7",ParentProcess: C:\Windows\System32\cmd.exe,"ParentProcessID: 4328, ParentProcessGUID: 1111e010-f009-6938-e500-000000000400","ParentCommandLine: ""C:\Windows\system32\cmd.exe"" ",mspaint,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:15:01.544""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f3c5-6938-7201-000000000400""},{""@Name"":""ProcessId"",""#text"":""2256""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\mspaint.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.746 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""Paint""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""MSPAINT.EXE""},{""@Name"":""CommandLine"",""#text"":""mspaint""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Users\\abish\\Downloads\\Sysmon\\""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""LogonGuid"",""#text"":""1111e010-eeb6-6938-4994-070000000000""},{""@Name"":""LogonId"",""#text"":""0x79449""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""MD5=F221A4CCAFEC690101C59F726C95B646,SHA256=94AA32A2C9C1D2DB78318D9C68262C2F834ABE26B6E9A661700324B55FDD5709,IMPHASH=D90E4D192F94E7240C400DA8FC2154D7""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-f009-6938-e500-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""4328""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Windows\\system32\\cmd.exe\"" ""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
59,59,2025-12-10 04:15:30.3476719,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Path,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\mspaint.exe|3bae8eb76a24224b\LowerCaseLongPath,Details: c:\windows\system32\mspaint.exe,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Path""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:15:30.341""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\mspaint.exe|3bae8eb76a24224b\\LowerCaseLongPath""},{""@Name"":""Details"",""#text"":""c:\\windows\\system32\\mspaint.exe""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
60,60,2025-12-10 04:15:30.3478043,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Pub,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\mspaint.exe|3bae8eb76a24224b\Publisher,Details: microsoft corporation,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Pub""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:15:30.341""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\mspaint.exe|3bae8eb76a24224b\\Publisher""},{""@Name"":""Details"",""#text"":""microsoft corporation""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
61,61,2025-12-10 04:15:30.3480448,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-CompileTimeClaim,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\mspaint.exe|3bae8eb76a24224b\LinkDate,Details: 01/23/1978 11:09:21,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-CompileTimeClaim""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:15:30.341""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\mspaint.exe|3bae8eb76a24224b\\LinkDate""},{""@Name"":""Details"",""#text"":""01/23/1978 11:09:21""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
62,62,2025-12-10 04:15:30.3480924,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Ver,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\mspaint.exe|3bae8eb76a24224b\BinProductVersion,Details: 10.0.19041.746,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Ver""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:15:30.341""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\mspaint.exe|3bae8eb76a24224b\\BinProductVersion""},{""@Name"":""Details"",""#text"":""10.0.19041.746""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
63,63,2025-12-10 04:15:47.7360950,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,Process creation,DESKTOP-0S2K0MN\abish,,"ProcessID: 2800, ProcessGUID: 1111e010-f3f3-6938-7401-000000000400",RuleName: -,"MD5=05DEDF1936A065612E52C37E40143646,SHA256=664BB48BF3E8A7D7036E4B0029FA10E1A90C2562AD9A09A885650408D00DEA1B,IMPHASH=A798305E4231D362ADC62175DEBE3E10",ParentProcess: C:\Windows\System32\cmd.exe,"ParentProcessID: 4328, ParentProcessGUID: 1111e010-f009-6938-e500-000000000400","ParentCommandLine: ""C:\Windows\system32\cmd.exe"" ",curl  https://google.com,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:15:47.723""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f3f3-6938-7401-000000000400""},{""@Name"":""ProcessId"",""#text"":""2800""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\curl.exe""},{""@Name"":""FileVersion"",""#text"":""8.0.1""},{""@Name"":""Description"",""#text"":""The curl executable""},{""@Name"":""Product"",""#text"":""The curl executable""},{""@Name"":""Company"",""#text"":""curl, https://curl.se/""},{""@Name"":""OriginalFileName"",""#text"":""curl.exe""},{""@Name"":""CommandLine"",""#text"":""curl  https://google.com""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Users\\abish\\Downloads\\Sysmon\\""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""LogonGuid"",""#text"":""1111e010-eeb6-6938-4994-070000000000""},{""@Name"":""LogonId"",""#text"":""0x79449""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""MD5=05DEDF1936A065612E52C37E40143646,SHA256=664BB48BF3E8A7D7036E4B0029FA10E1A90C2562AD9A09A885650408D00DEA1B,IMPHASH=A798305E4231D362ADC62175DEBE3E10""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-f009-6938-e500-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""4328""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Windows\\system32\\cmd.exe\"" ""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
64,64,2025-12-10 04:15:48.7398133,22,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7184,DESKTOP-0S2K0MN,1,S-1-5-18,DNSEvent (DNS query),DESKTOP-0S2K0MN\abish,,"ProcessID: 2800, ProcessGUID: 1111e010-f3f3-6938-7401-000000000400",RuleName: -,Image: C:\Windows\System32\curl.exe,QueryName: google.com,QueryStatus: 0,QueryResults: ::ffff:142.251.220.110;,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:15:47.750""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f3f3-6938-7401-000000000400""},{""@Name"":""ProcessId"",""#text"":""2800""},{""@Name"":""QueryName"",""#text"":""google.com""},{""@Name"":""QueryStatus"",""#text"":""0""},{""@Name"":""QueryResults"",""#text"":""::ffff:142.251.220.110;""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\curl.exe""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
65,65,2025-12-10 04:15:55.2553157,3,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,6708,DESKTOP-0S2K0MN,1,S-1-5-18,Network connection,DESKTOP-0S2K0MN\abish,,"ProcessID: 6424, ProcessGUID: 1111e010-eec6-6938-7900-000000000400",RuleName: Usermode,SourceHostname: DESKTOP-0S2K0MN..,SourceIp: 10.0.2.15,DestinationHostname: -,DestinationIp: 150.171.22.11,C:\Users\abish\AppData\Local\Microsoft\OneDrive\OneDrive.exe,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""Usermode""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:15:53.101""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-eec6-6938-7900-000000000400""},{""@Name"":""ProcessId"",""#text"":""6424""},{""@Name"":""Image"",""#text"":""C:\\Users\\abish\\AppData\\Local\\Microsoft\\OneDrive\\OneDrive.exe""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""Protocol"",""#text"":""tcp""},{""@Name"":""Initiated"",""#text"":""True""},{""@Name"":""SourceIsIpv6"",""#text"":""False""},{""@Name"":""SourceIp"",""#text"":""10.0.2.15""},{""@Name"":""SourceHostname"",""#text"":""DESKTOP-0S2K0MN..""},{""@Name"":""SourcePort"",""#text"":""50098""},{""@Name"":""SourcePortName"",""#text"":""-""},{""@Name"":""DestinationIsIpv6"",""#text"":""False""},{""@Name"":""DestinationIp"",""#text"":""150.171.22.11""},{""@Name"":""DestinationHostname"",""#text"":""-""},{""@Name"":""DestinationPort"",""#text"":""443""},{""@Name"":""DestinationPortName"",""#text"":""https""}]}}"
66,66,2025-12-10 04:16:44.4403920,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,Process creation,DESKTOP-0S2K0MN\abish,,"ProcessID: 7868, ProcessGUID: 1111e010-f42c-6938-7501-000000000400",RuleName: -,"MD5=05DEDF1936A065612E52C37E40143646,SHA256=664BB48BF3E8A7D7036E4B0029FA10E1A90C2562AD9A09A885650408D00DEA1B,IMPHASH=A798305E4231D362ADC62175DEBE3E10",ParentProcess: C:\Windows\System32\cmd.exe,"ParentProcessID: 4328, ParentProcessGUID: 1111e010-f009-6938-e500-000000000400","ParentCommandLine: ""C:\Windows\system32\cmd.exe"" ",curl  https://google.com,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:16:44.438""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f42c-6938-7501-000000000400""},{""@Name"":""ProcessId"",""#text"":""7868""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\curl.exe""},{""@Name"":""FileVersion"",""#text"":""8.0.1""},{""@Name"":""Description"",""#text"":""The curl executable""},{""@Name"":""Product"",""#text"":""The curl executable""},{""@Name"":""Company"",""#text"":""curl, https://curl.se/""},{""@Name"":""OriginalFileName"",""#text"":""curl.exe""},{""@Name"":""CommandLine"",""#text"":""curl  https://google.com""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Users\\abish\\Downloads\\Sysmon\\""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""LogonGuid"",""#text"":""1111e010-eeb6-6938-4994-070000000000""},{""@Name"":""LogonId"",""#text"":""0x79449""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""High""},{""@Name"":""Hashes"",""#text"":""MD5=05DEDF1936A065612E52C37E40143646,SHA256=664BB48BF3E8A7D7036E4B0029FA10E1A90C2562AD9A09A885650408D00DEA1B,IMPHASH=A798305E4231D362ADC62175DEBE3E10""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-f009-6938-e500-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""4328""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""ParentCommandLine"",""#text"":""\""C:\\Windows\\system32\\cmd.exe\"" ""},{""@Name"":""ParentUser"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
67,67,2025-12-10 04:16:46.4755322,22,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7184,DESKTOP-0S2K0MN,1,S-1-5-18,DNSEvent (DNS query),DESKTOP-0S2K0MN\abish,,"ProcessID: 7868, ProcessGUID: 1111e010-f42c-6938-7501-000000000400",RuleName: -,Image: C:\Windows\System32\curl.exe,QueryName: google.com,QueryStatus: 0,QueryResults: ::ffff:142.251.220.110;,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:16:44.458""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f42c-6938-7501-000000000400""},{""@Name"":""ProcessId"",""#text"":""7868""},{""@Name"":""QueryName"",""#text"":""google.com""},{""@Name"":""QueryStatus"",""#text"":""0""},{""@Name"":""QueryResults"",""#text"":""::ffff:142.251.220.110;""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\curl.exe""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""}]}}"
68,68,2025-12-10 04:17:50.1215597,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,Process creation,DESKTOP-0S2K0MN\abish,,"ProcessID: 6952, ProcessGUID: 1111e010-f46e-6938-7601-000000000400",RuleName: -,"MD5=A00BF82660835224CD6606A248321C5D,SHA256=E63709209D09BC0247E785F075DDB28A98C348206109E2B8BA321AD958402728,IMPHASH=3A0C6863CDE566AF997DB2DEFFF9D924",ParentProcess: C:\Windows\System32\svchost.exe,"ParentProcessID: 508, ParentProcessGUID: 1111e010-edfe-6938-1300-000000000400",ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p,taskhostw.exe Install $(Arg0),False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:17:50.118""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f46e-6938-7601-000000000400""},{""@Name"":""ProcessId"",""#text"":""6952""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\taskhostw.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.1865 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""Host Process for Windows Tasks""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""taskhostw.exe""},{""@Name"":""CommandLine"",""#text"":""taskhostw.exe Install $(Arg0)""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Windows\\system32\\""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""LogonGuid"",""#text"":""1111e010-eeb6-6938-7e94-070000000000""},{""@Name"":""LogonId"",""#text"":""0x7947E""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""Medium""},{""@Name"":""Hashes"",""#text"":""MD5=A00BF82660835224CD6606A248321C5D,SHA256=E63709209D09BC0247E785F075DDB28A98C348206109E2B8BA321AD958402728,IMPHASH=3A0C6863CDE566AF997DB2DEFFF9D924""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""508""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""ParentCommandLine"",""#text"":""C:\\Windows\\system32\\svchost.exe -k netsvcs -p""},{""@Name"":""ParentUser"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
